"scenario","method","replication","q","fpr","ssp","selected_count"
"Clean homoskedastic","Pearson SIS",122,0.1,0.110552763819095,1,115
"Clean homoskedastic","Pearson SIS",122,0.2,0.205025125628141,1,209
"Clean homoskedastic","Pearson SIS",122,0.3,0.298492462311558,1,302
"Clean homoskedastic","Spearman SIS",122,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",122,0.005,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",122,0.01,0.00402010050251256,1,9
"Clean homoskedastic","Spearman SIS",122,0.025,0.0231155778894472,1,28
"Clean homoskedastic","Spearman SIS",122,0.05,0.0522613065326633,1,57
"Clean homoskedastic","Spearman SIS",122,0.1,0.107537688442211,1,112
"Clean homoskedastic","Spearman SIS",122,0.2,0.204020100502513,1,208
"Clean homoskedastic","Spearman SIS",122,0.3,0.299497487437186,1,303
"Clean homoskedastic","mfscreen",123,0.001,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",123,0.005,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",123,0.01,0.0150753768844221,1,20
"Clean homoskedastic","mfscreen",123,0.025,0.0271356783919598,1,32
"Clean homoskedastic","mfscreen",123,0.05,0.0603015075376884,1,65
"Clean homoskedastic","mfscreen",123,0.1,0.112562814070352,1,117
"Clean homoskedastic","mfscreen",123,0.2,0.219095477386935,1,223
"Clean homoskedastic","mfscreen",123,0.3,0.322613065326633,1,326
"Clean homoskedastic","Pearson SIS",123,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Pearson SIS",123,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Pearson SIS",123,0.01,0.0150753768844221,1,20
"Clean homoskedastic","Pearson SIS",123,0.025,0.0281407035175879,1,33
"Clean homoskedastic","Pearson SIS",123,0.05,0.0552763819095477,1,60
"Clean homoskedastic","Pearson SIS",123,0.1,0.111557788944724,1,116
"Clean homoskedastic","Pearson SIS",123,0.2,0.217085427135678,1,221
"Clean homoskedastic","Pearson SIS",123,0.3,0.317587939698492,1,321
"Clean homoskedastic","Spearman SIS",123,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",123,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Spearman SIS",123,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Spearman SIS",123,0.025,0.0271356783919598,1,32
"Clean homoskedastic","Spearman SIS",123,0.05,0.0613065326633166,1,66
"Clean homoskedastic","Spearman SIS",123,0.1,0.116582914572864,1,121
"Clean homoskedastic","Spearman SIS",123,0.2,0.219095477386935,1,223
"Clean homoskedastic","Spearman SIS",123,0.3,0.318592964824121,1,322
"Clean homoskedastic","mfscreen",124,0.001,0,1,5
"Clean homoskedastic","mfscreen",124,0.005,0.00402010050251256,1,9
"Clean homoskedastic","mfscreen",124,0.01,0.00804020100502513,1,13
"Clean homoskedastic","mfscreen",124,0.025,0.0201005025125628,1,25
"Clean homoskedastic","mfscreen",124,0.05,0.0462311557788945,1,51
"Clean homoskedastic","mfscreen",124,0.1,0.0954773869346734,1,100
"Clean homoskedastic","mfscreen",124,0.2,0.191959798994975,1,196
"Clean homoskedastic","mfscreen",124,0.3,0.305527638190955,1,309
"Clean homoskedastic","Pearson SIS",124,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",124,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Pearson SIS",124,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",124,0.025,0.021105527638191,1,26
"Clean homoskedastic","Pearson SIS",124,0.05,0.0462311557788945,1,51
"Clean homoskedastic","Pearson SIS",124,0.1,0.0994974874371859,1,104
"Clean homoskedastic","Pearson SIS",124,0.2,0.18894472361809,1,193
"Clean homoskedastic","Pearson SIS",124,0.3,0.304522613065327,1,308
"Clean homoskedastic","Spearman SIS",124,0.001,0.00100502512562814,0,5
"Clean homoskedastic","Spearman SIS",124,0.005,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",124,0.01,0.00603015075376884,1,11
"Clean homoskedastic","Spearman SIS",124,0.025,0.021105527638191,1,26
"Clean homoskedastic","Spearman SIS",124,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Spearman SIS",124,0.1,0.0904522613065327,1,95
"Clean homoskedastic","Spearman SIS",124,0.2,0.191959798994975,1,196
"Clean homoskedastic","Spearman SIS",124,0.3,0.308542713567839,1,312
"Clean homoskedastic","mfscreen",125,0.001,0,1,5
"Clean homoskedastic","mfscreen",125,0.005,0.00402010050251256,1,9
"Clean homoskedastic","mfscreen",125,0.01,0.0110552763819095,1,16
"Clean homoskedastic","mfscreen",125,0.025,0.0241206030150754,1,29
"Clean homoskedastic","mfscreen",125,0.05,0.0552763819095477,1,60
"Clean homoskedastic","mfscreen",125,0.1,0.108542713567839,1,113
"Clean homoskedastic","mfscreen",125,0.2,0.196984924623116,1,201
"Clean homoskedastic","mfscreen",125,0.3,0.288442211055276,1,292
"Clean homoskedastic","Pearson SIS",125,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",125,0.005,0.00402010050251256,1,9
"Clean homoskedastic","Pearson SIS",125,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Pearson SIS",125,0.025,0.0241206030150754,1,29
"Clean homoskedastic","Pearson SIS",125,0.05,0.0522613065326633,1,57
"Clean homoskedastic","Pearson SIS",125,0.1,0.0984924623115578,1,103
"Clean homoskedastic","Pearson SIS",125,0.2,0.196984924623116,1,201
"Clean homoskedastic","Pearson SIS",125,0.3,0.290452261306533,1,294
"Clean homoskedastic","Spearman SIS",125,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",125,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",125,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Spearman SIS",125,0.025,0.0231155778894472,1,28
"Clean homoskedastic","Spearman SIS",125,0.05,0.0472361809045226,1,52
"Clean homoskedastic","Spearman SIS",125,0.1,0.10251256281407,1,107
"Clean homoskedastic","Spearman SIS",125,0.2,0.194974874371859,1,199
"Clean homoskedastic","Spearman SIS",125,0.3,0.298492462311558,1,302
"Clean homoskedastic","mfscreen",126,0.001,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",126,0.005,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",126,0.01,0.00904522613065327,1,14
"Clean homoskedastic","mfscreen",126,0.025,0.0201005025125628,1,25
"Clean homoskedastic","mfscreen",126,0.05,0.0522613065326633,1,57
"Clean homoskedastic","mfscreen",126,0.1,0.100502512562814,1,105
"Clean homoskedastic","mfscreen",126,0.2,0.205025125628141,1,209
"Clean homoskedastic","mfscreen",126,0.3,0.304522613065327,1,308
"Clean homoskedastic","Pearson SIS",126,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",126,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",126,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",126,0.025,0.0180904522613065,1,23
"Clean homoskedastic","Pearson SIS",126,0.05,0.050251256281407,1,55
"Clean homoskedastic","Pearson SIS",126,0.1,0.0934673366834171,1,98
"Clean homoskedastic","Pearson SIS",126,0.2,0.204020100502513,1,208
"Clean homoskedastic","Pearson SIS",126,0.3,0.300502512562814,1,304
"Clean homoskedastic","Spearman SIS",126,0.001,0.00402010050251256,1,9
"Clean homoskedastic","Spearman SIS",126,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",126,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Spearman SIS",126,0.025,0.0251256281407035,1,30
"Clean homoskedastic","Spearman SIS",126,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Spearman SIS",126,0.1,0.092462311557789,1,97
"Clean homoskedastic","Spearman SIS",126,0.2,0.201005025125628,1,205
"Clean homoskedastic","Spearman SIS",126,0.3,0.299497487437186,1,303
"Clean homoskedastic","mfscreen",127,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",127,0.005,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",127,0.01,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",127,0.025,0.0201005025125628,1,25
"Clean homoskedastic","mfscreen",127,0.05,0.0341708542713568,1,39
"Clean homoskedastic","mfscreen",127,0.1,0.0874371859296482,1,92
"Clean homoskedastic","mfscreen",127,0.2,0.187939698492462,1,192
"Clean homoskedastic","mfscreen",127,0.3,0.291457286432161,1,295
"Clean homoskedastic","Pearson SIS",127,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",127,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",127,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Pearson SIS",127,0.025,0.0190954773869347,1,24
"Clean homoskedastic","Pearson SIS",127,0.05,0.0381909547738693,1,43
"Clean homoskedastic","Pearson SIS",127,0.1,0.0884422110552764,1,93
"Clean homoskedastic","Pearson SIS",127,0.2,0.182914572864322,1,187
"Clean homoskedastic","Pearson SIS",127,0.3,0.292462311557789,1,296
"Clean homoskedastic","Spearman SIS",127,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",127,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Spearman SIS",127,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Spearman SIS",127,0.025,0.0201005025125628,1,25
"Clean homoskedastic","Spearman SIS",127,0.05,0.0391959798994975,1,44
"Clean homoskedastic","Spearman SIS",127,0.1,0.0864321608040201,1,91
"Clean homoskedastic","Spearman SIS",127,0.2,0.186934673366834,1,191
"Clean homoskedastic","Spearman SIS",127,0.3,0.283417085427136,1,287
"Clean homoskedastic","mfscreen",128,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",128,0.005,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",128,0.01,0.00703517587939699,1,12
"Clean homoskedastic","mfscreen",128,0.025,0.0180904522613065,1,23
"Clean homoskedastic","mfscreen",128,0.05,0.0371859296482412,1,42
"Clean homoskedastic","mfscreen",128,0.1,0.0874371859296482,1,92
"Clean homoskedastic","mfscreen",128,0.2,0.189949748743719,1,194
"Clean homoskedastic","mfscreen",128,0.3,0.289447236180905,1,293
"Clean homoskedastic","Pearson SIS",128,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",128,0.005,0.00402010050251256,1,9
"Clean homoskedastic","Pearson SIS",128,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Pearson SIS",128,0.025,0.0150753768844221,1,20
"Clean homoskedastic","Pearson SIS",128,0.05,0.0391959798994975,1,44
"Clean homoskedastic","Pearson SIS",128,0.1,0.085427135678392,1,90
"Clean homoskedastic","Pearson SIS",128,0.2,0.181909547738693,1,186
"Clean homoskedastic","Pearson SIS",128,0.3,0.285427135678392,1,289
"Clean homoskedastic","Spearman SIS",128,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",128,0.005,0.00402010050251256,1,9
"Clean homoskedastic","Spearman SIS",128,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Spearman SIS",128,0.025,0.0201005025125628,1,25
"Clean homoskedastic","Spearman SIS",128,0.05,0.0442211055276382,1,49
"Clean homoskedastic","Spearman SIS",128,0.1,0.0954773869346734,1,100
"Clean homoskedastic","Spearman SIS",128,0.2,0.184924623115578,1,189
"Clean homoskedastic","Spearman SIS",128,0.3,0.285427135678392,1,289
"Clean homoskedastic","mfscreen",129,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",129,0.005,0.00402010050251256,1,9
"Clean homoskedastic","mfscreen",129,0.01,0.00904522613065327,1,14
"Clean homoskedastic","mfscreen",129,0.025,0.0291457286432161,1,34
"Clean homoskedastic","mfscreen",129,0.05,0.0532663316582915,1,58
"Clean homoskedastic","mfscreen",129,0.1,0.112562814070352,1,117
"Clean homoskedastic","mfscreen",129,0.2,0.217085427135678,1,221
"Clean homoskedastic","mfscreen",129,0.3,0.312562814070352,1,316
"Clean homoskedastic","Pearson SIS",129,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Pearson SIS",129,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",129,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Pearson SIS",129,0.025,0.0261306532663317,1,31
"Clean homoskedastic","Pearson SIS",129,0.05,0.0532663316582915,1,58
"Clean homoskedastic","Pearson SIS",129,0.1,0.11356783919598,1,118
"Clean homoskedastic","Pearson SIS",129,0.2,0.213065326633166,1,217
"Clean homoskedastic","Pearson SIS",129,0.3,0.312562814070352,1,316
"Clean homoskedastic","Spearman SIS",129,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",129,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",129,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Spearman SIS",129,0.025,0.0231155778894472,1,28
"Clean homoskedastic","Spearman SIS",129,0.05,0.0512562814070352,1,56
"Clean homoskedastic","Spearman SIS",129,0.1,0.104522613065327,1,109
"Clean homoskedastic","Spearman SIS",129,0.2,0.208040201005025,1,212
"Clean homoskedastic","Spearman SIS",129,0.3,0.315577889447236,1,319
"Clean homoskedastic","mfscreen",130,0.001,0,1,5
"Clean homoskedastic","mfscreen",130,0.005,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",130,0.01,0.0110552763819095,1,16
"Clean homoskedastic","mfscreen",130,0.025,0.0241206030150754,1,29
"Clean homoskedastic","mfscreen",130,0.05,0.0522613065326633,1,57
"Clean homoskedastic","mfscreen",130,0.1,0.105527638190955,1,110
"Clean homoskedastic","mfscreen",130,0.2,0.193969849246231,1,198
"Clean homoskedastic","mfscreen",130,0.3,0.300502512562814,1,304
"Clean homoskedastic","Pearson SIS",130,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",130,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Pearson SIS",130,0.01,0.0110552763819095,1,16
"Clean homoskedastic","Pearson SIS",130,0.025,0.0261306532663317,1,31
"Clean homoskedastic","Pearson SIS",130,0.05,0.0532663316582915,1,58
"Clean homoskedastic","Pearson SIS",130,0.1,0.103517587939698,1,108
"Clean homoskedastic","Pearson SIS",130,0.2,0.193969849246231,1,198
"Clean homoskedastic","Pearson SIS",130,0.3,0.29748743718593,1,301
"Clean homoskedastic","Spearman SIS",130,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",130,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",130,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Spearman SIS",130,0.025,0.0251256281407035,1,30
"Clean homoskedastic","Spearman SIS",130,0.05,0.0522613065326633,1,57
"Clean homoskedastic","Spearman SIS",130,0.1,0.108542713567839,1,113
"Clean homoskedastic","Spearman SIS",130,0.2,0.204020100502513,1,208
"Clean homoskedastic","Spearman SIS",130,0.3,0.314572864321608,1,318
"Clean homoskedastic","mfscreen",131,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",131,0.005,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",131,0.01,0.00904522613065327,1,14
"Clean homoskedastic","mfscreen",131,0.025,0.0201005025125628,1,25
"Clean homoskedastic","mfscreen",131,0.05,0.0522613065326633,1,57
"Clean homoskedastic","mfscreen",131,0.1,0.0934673366834171,1,98
"Clean homoskedastic","mfscreen",131,0.2,0.177889447236181,1,182
"Clean homoskedastic","mfscreen",131,0.3,0.288442211055276,1,292
"Clean homoskedastic","Pearson SIS",131,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",131,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",131,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",131,0.025,0.0180904522613065,1,23
"Clean homoskedastic","Pearson SIS",131,0.05,0.0522613065326633,1,57
"Clean homoskedastic","Pearson SIS",131,0.1,0.0894472361809045,1,94
"Clean homoskedastic","Pearson SIS",131,0.2,0.173869346733668,1,178
"Clean homoskedastic","Pearson SIS",131,0.3,0.288442211055276,1,292
"Clean homoskedastic","Spearman SIS",131,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",131,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",131,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Spearman SIS",131,0.025,0.0170854271356784,1,22
"Clean homoskedastic","Spearman SIS",131,0.05,0.0412060301507538,1,46
"Clean homoskedastic","Spearman SIS",131,0.1,0.0954773869346734,1,100
"Clean homoskedastic","Spearman SIS",131,0.2,0.180904522613065,1,185
"Clean homoskedastic","Spearman SIS",131,0.3,0.292462311557789,1,296
"Clean homoskedastic","mfscreen",132,0.001,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",132,0.005,0.00703517587939699,1,12
"Clean homoskedastic","mfscreen",132,0.01,0.00904522613065327,1,14
"Clean homoskedastic","mfscreen",132,0.025,0.0231155778894472,1,28
"Clean homoskedastic","mfscreen",132,0.05,0.0442211055276382,1,49
"Clean homoskedastic","mfscreen",132,0.1,0.0914572864321608,1,96
"Clean homoskedastic","mfscreen",132,0.2,0.187939698492462,1,192
"Clean homoskedastic","mfscreen",132,0.3,0.291457286432161,1,295
"Clean homoskedastic","Pearson SIS",132,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Pearson SIS",132,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Pearson SIS",132,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",132,0.025,0.0241206030150754,1,29
"Clean homoskedastic","Pearson SIS",132,0.05,0.0452261306532663,1,50
"Clean homoskedastic","Pearson SIS",132,0.1,0.0894472361809045,1,94
"Clean homoskedastic","Pearson SIS",132,0.2,0.192964824120603,1,197
"Clean homoskedastic","Pearson SIS",132,0.3,0.287437185929648,1,291
"Clean homoskedastic","Spearman SIS",132,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",132,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Spearman SIS",132,0.01,0.0130653266331658,1,18
"Clean homoskedastic","Spearman SIS",132,0.025,0.0271356783919598,1,32
"Clean homoskedastic","Spearman SIS",132,0.05,0.0462311557788945,1,51
"Clean homoskedastic","Spearman SIS",132,0.1,0.085427135678392,1,90
"Clean homoskedastic","Spearman SIS",132,0.2,0.189949748743719,1,194
"Clean homoskedastic","Spearman SIS",132,0.3,0.284422110552764,1,288
"Clean homoskedastic","mfscreen",133,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",133,0.005,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",133,0.01,0.0130653266331658,1,18
"Clean homoskedastic","mfscreen",133,0.025,0.0261306532663317,1,31
"Clean homoskedastic","mfscreen",133,0.05,0.0482412060301508,1,53
"Clean homoskedastic","mfscreen",133,0.1,0.0914572864321608,1,96
"Clean homoskedastic","mfscreen",133,0.2,0.197989949748744,1,202
"Clean homoskedastic","mfscreen",133,0.3,0.296482412060302,1,300
"Clean homoskedastic","Pearson SIS",133,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",133,0.005,0.00703517587939699,1,12
"Clean homoskedastic","Pearson SIS",133,0.01,0.0130653266331658,1,18
"Clean homoskedastic","Pearson SIS",133,0.025,0.0241206030150754,1,29
"Clean homoskedastic","Pearson SIS",133,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Pearson SIS",133,0.1,0.0954773869346734,1,100
"Clean homoskedastic","Pearson SIS",133,0.2,0.194974874371859,1,199
"Clean homoskedastic","Pearson SIS",133,0.3,0.300502512562814,1,304
"Clean homoskedastic","Spearman SIS",133,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",133,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",133,0.01,0.0100502512562814,1,15
"Clean homoskedastic","Spearman SIS",133,0.025,0.0221105527638191,1,27
"Clean homoskedastic","Spearman SIS",133,0.05,0.0412060301507538,1,46
"Clean homoskedastic","Spearman SIS",133,0.1,0.0984924623115578,1,103
"Clean homoskedastic","Spearman SIS",133,0.2,0.181909547738693,1,186
"Clean homoskedastic","Spearman SIS",133,0.3,0.293467336683417,1,297
"Clean homoskedastic","mfscreen",134,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",134,0.005,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",134,0.01,0.00703517587939699,1,12
"Clean homoskedastic","mfscreen",134,0.025,0.0221105527638191,1,27
"Clean homoskedastic","mfscreen",134,0.05,0.050251256281407,1,55
"Clean homoskedastic","mfscreen",134,0.1,0.0994974874371859,1,104
"Clean homoskedastic","mfscreen",134,0.2,0.206030150753769,1,210
"Clean homoskedastic","mfscreen",134,0.3,0.306532663316583,1,310
"Clean homoskedastic","Pearson SIS",134,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",134,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",134,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",134,0.025,0.0221105527638191,1,27
"Clean homoskedastic","Pearson SIS",134,0.05,0.0512562814070352,1,56
"Clean homoskedastic","Pearson SIS",134,0.1,0.0964824120603015,1,101
"Clean homoskedastic","Pearson SIS",134,0.2,0.2,1,204
"Clean homoskedastic","Pearson SIS",134,0.3,0.303517587939699,1,307
"Clean homoskedastic","Spearman SIS",134,0.001,0.00100502512562814,0,5
"Clean homoskedastic","Spearman SIS",134,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Spearman SIS",134,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Spearman SIS",134,0.025,0.0201005025125628,1,25
"Clean homoskedastic","Spearman SIS",134,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Spearman SIS",134,0.1,0.105527638190955,1,110
"Clean homoskedastic","Spearman SIS",134,0.2,0.210050251256281,1,214
"Clean homoskedastic","Spearman SIS",134,0.3,0.319597989949749,1,323
"Clean homoskedastic","mfscreen",135,0.001,0,1,5
"Clean homoskedastic","mfscreen",135,0.005,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",135,0.01,0.0110552763819095,1,16
"Clean homoskedastic","mfscreen",135,0.025,0.021105527638191,1,26
"Clean homoskedastic","mfscreen",135,0.05,0.0512562814070352,1,56
"Clean homoskedastic","mfscreen",135,0.1,0.100502512562814,1,105
"Clean homoskedastic","mfscreen",135,0.2,0.215075376884422,1,219
"Clean homoskedastic","mfscreen",135,0.3,0.339698492462312,1,343
"Clean homoskedastic","Pearson SIS",135,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",135,0.005,0.00402010050251256,1,9
"Clean homoskedastic","Pearson SIS",135,0.01,0.0100502512562814,1,15
"Clean homoskedastic","Pearson SIS",135,0.025,0.021105527638191,1,26
"Clean homoskedastic","Pearson SIS",135,0.05,0.0472361809045226,1,52
"Clean homoskedastic","Pearson SIS",135,0.1,0.10251256281407,1,107
"Clean homoskedastic","Pearson SIS",135,0.2,0.213065326633166,1,217
"Clean homoskedastic","Pearson SIS",135,0.3,0.335678391959799,1,339
"Clean homoskedastic","Spearman SIS",135,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",135,0.005,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",135,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Spearman SIS",135,0.025,0.0281407035175879,1,33
"Clean homoskedastic","Spearman SIS",135,0.05,0.0542713567839196,1,59
"Clean homoskedastic","Spearman SIS",135,0.1,0.105527638190955,1,110
"Clean homoskedastic","Spearman SIS",135,0.2,0.218090452261307,1,222
"Clean homoskedastic","Spearman SIS",135,0.3,0.332663316582915,1,336
"Clean homoskedastic","mfscreen",136,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",136,0.005,0.00301507537688442,1,8
"Clean homoskedastic","mfscreen",136,0.01,0.0110552763819095,1,16
"Clean homoskedastic","mfscreen",136,0.025,0.0201005025125628,1,25
"Clean homoskedastic","mfscreen",136,0.05,0.0462311557788945,1,51
"Clean homoskedastic","mfscreen",136,0.1,0.0894472361809045,1,94
"Clean homoskedastic","mfscreen",136,0.2,0.190954773869347,1,195
"Clean homoskedastic","mfscreen",136,0.3,0.296482412060302,1,300
"Clean homoskedastic","Pearson SIS",136,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",136,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Pearson SIS",136,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Pearson SIS",136,0.025,0.021105527638191,1,26
"Clean homoskedastic","Pearson SIS",136,0.05,0.0452261306532663,1,50
"Clean homoskedastic","Pearson SIS",136,0.1,0.0844221105527638,1,89
"Clean homoskedastic","Pearson SIS",136,0.2,0.189949748743719,1,194
"Clean homoskedastic","Pearson SIS",136,0.3,0.29748743718593,1,301
"Clean homoskedastic","Spearman SIS",136,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",136,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Spearman SIS",136,0.01,0.014070351758794,1,19
"Clean homoskedastic","Spearman SIS",136,0.025,0.0271356783919598,1,32
"Clean homoskedastic","Spearman SIS",136,0.05,0.04321608040201,1,48
"Clean homoskedastic","Spearman SIS",136,0.1,0.085427135678392,1,90
"Clean homoskedastic","Spearman SIS",136,0.2,0.196984924623116,1,201
"Clean homoskedastic","Spearman SIS",136,0.3,0.296482412060302,1,300
"Clean homoskedastic","mfscreen",137,0.001,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",137,0.005,0.00904522613065327,1,14
"Clean homoskedastic","mfscreen",137,0.01,0.0170854271356784,1,22
"Clean homoskedastic","mfscreen",137,0.025,0.0351758793969849,1,40
"Clean homoskedastic","mfscreen",137,0.05,0.0623115577889447,1,67
"Clean homoskedastic","mfscreen",137,0.1,0.100502512562814,1,105
"Clean homoskedastic","mfscreen",137,0.2,0.207035175879397,1,211
"Clean homoskedastic","mfscreen",137,0.3,0.317587939698492,1,321
"Clean homoskedastic","Pearson SIS",137,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",137,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Pearson SIS",137,0.01,0.0170854271356784,1,22
"Clean homoskedastic","Pearson SIS",137,0.025,0.0321608040201005,1,37
"Clean homoskedastic","Pearson SIS",137,0.05,0.0592964824120603,1,64
"Clean homoskedastic","Pearson SIS",137,0.1,0.104522613065327,1,109
"Clean homoskedastic","Pearson SIS",137,0.2,0.201005025125628,1,205
"Clean homoskedastic","Pearson SIS",137,0.3,0.309547738693467,1,313
"Clean homoskedastic","Spearman SIS",137,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",137,0.005,0.00804020100502513,1,13
"Clean homoskedastic","Spearman SIS",137,0.01,0.0190954773869347,1,24
"Clean homoskedastic","Spearman SIS",137,0.025,0.0321608040201005,1,37
"Clean homoskedastic","Spearman SIS",137,0.05,0.0532663316582915,1,58
"Clean homoskedastic","Spearman SIS",137,0.1,0.0994974874371859,1,104
"Clean homoskedastic","Spearman SIS",137,0.2,0.197989949748744,1,202
"Clean homoskedastic","Spearman SIS",137,0.3,0.296482412060302,1,300
"Clean homoskedastic","mfscreen",138,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",138,0.005,0.00804020100502513,1,13
"Clean homoskedastic","mfscreen",138,0.01,0.0150753768844221,1,20
"Clean homoskedastic","mfscreen",138,0.025,0.0281407035175879,1,33
"Clean homoskedastic","mfscreen",138,0.05,0.0592964824120603,1,64
"Clean homoskedastic","mfscreen",138,0.1,0.109547738693467,1,114
"Clean homoskedastic","mfscreen",138,0.2,0.230150753768844,1,234
"Clean homoskedastic","mfscreen",138,0.3,0.328643216080402,1,332
"Clean homoskedastic","Pearson SIS",138,0.001,0.00100502512562814,1,6
