"scenario","method","replication","q","fpr","ssp","selected_count"
"Clean homoskedastic","mfscreen",85,0.2,0.212060301507538,1,216
"Clean homoskedastic","mfscreen",85,0.3,0.316582914572864,1,320
"Clean homoskedastic","Pearson SIS",85,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",85,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",85,0.01,0.0100502512562814,1,15
"Clean homoskedastic","Pearson SIS",85,0.025,0.0321608040201005,1,37
"Clean homoskedastic","Pearson SIS",85,0.05,0.0603015075376884,1,65
"Clean homoskedastic","Pearson SIS",85,0.1,0.105527638190955,1,110
"Clean homoskedastic","Pearson SIS",85,0.2,0.206030150753769,1,210
"Clean homoskedastic","Pearson SIS",85,0.3,0.311557788944724,1,315
"Clean homoskedastic","Spearman SIS",85,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",85,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",85,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Spearman SIS",85,0.025,0.0271356783919598,1,32
"Clean homoskedastic","Spearman SIS",85,0.05,0.0452261306532663,1,50
"Clean homoskedastic","Spearman SIS",85,0.1,0.0984924623115578,1,103
"Clean homoskedastic","Spearman SIS",85,0.2,0.197989949748744,1,202
"Clean homoskedastic","Spearman SIS",85,0.3,0.326633165829146,1,330
"Clean homoskedastic","mfscreen",86,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",86,0.005,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",86,0.01,0.00703517587939699,1,12
"Clean homoskedastic","mfscreen",86,0.025,0.0231155778894472,1,28
"Clean homoskedastic","mfscreen",86,0.05,0.0562814070351759,1,61
"Clean homoskedastic","mfscreen",86,0.1,0.121608040201005,1,126
"Clean homoskedastic","mfscreen",86,0.2,0.218090452261307,1,222
"Clean homoskedastic","mfscreen",86,0.3,0.319597989949749,1,323
"Clean homoskedastic","Pearson SIS",86,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",86,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",86,0.01,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",86,0.025,0.0251256281407035,1,30
"Clean homoskedastic","Pearson SIS",86,0.05,0.057286432160804,1,62
"Clean homoskedastic","Pearson SIS",86,0.1,0.118592964824121,1,123
"Clean homoskedastic","Pearson SIS",86,0.2,0.215075376884422,1,219
"Clean homoskedastic","Pearson SIS",86,0.3,0.307537688442211,1,311
"Clean homoskedastic","Spearman SIS",86,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",86,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",86,0.01,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",86,0.025,0.021105527638191,1,26
"Clean homoskedastic","Spearman SIS",86,0.05,0.0512562814070352,1,56
"Clean homoskedastic","Spearman SIS",86,0.1,0.118592964824121,1,123
"Clean homoskedastic","Spearman SIS",86,0.2,0.218090452261307,1,222
"Clean homoskedastic","Spearman SIS",86,0.3,0.311557788944724,1,315
"Clean homoskedastic","mfscreen",87,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",87,0.005,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",87,0.01,0.0120603015075377,1,17
"Clean homoskedastic","mfscreen",87,0.025,0.0231155778894472,1,28
"Clean homoskedastic","mfscreen",87,0.05,0.0522613065326633,1,57
"Clean homoskedastic","mfscreen",87,0.1,0.101507537688442,1,106
"Clean homoskedastic","mfscreen",87,0.2,0.208040201005025,1,212
"Clean homoskedastic","mfscreen",87,0.3,0.304522613065327,1,308
"Clean homoskedastic","Pearson SIS",87,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Pearson SIS",87,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Pearson SIS",87,0.01,0.0120603015075377,1,17
"Clean homoskedastic","Pearson SIS",87,0.025,0.0221105527638191,1,27
"Clean homoskedastic","Pearson SIS",87,0.05,0.0532663316582915,1,58
"Clean homoskedastic","Pearson SIS",87,0.1,0.103517587939698,1,108
"Clean homoskedastic","Pearson SIS",87,0.2,0.206030150753769,1,210
"Clean homoskedastic","Pearson SIS",87,0.3,0.303517587939699,1,307
"Clean homoskedastic","Spearman SIS",87,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",87,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Spearman SIS",87,0.01,0.0100502512562814,1,15
"Clean homoskedastic","Spearman SIS",87,0.025,0.0231155778894472,1,28
"Clean homoskedastic","Spearman SIS",87,0.05,0.050251256281407,1,55
"Clean homoskedastic","Spearman SIS",87,0.1,0.107537688442211,1,112
"Clean homoskedastic","Spearman SIS",87,0.2,0.230150753768844,1,234
"Clean homoskedastic","Spearman SIS",87,0.3,0.327638190954774,1,331
"Clean homoskedastic","mfscreen",88,0.001,0,1,5
"Clean homoskedastic","mfscreen",88,0.005,0.00402010050251256,1,9
"Clean homoskedastic","mfscreen",88,0.01,0.0100502512562814,1,15
"Clean homoskedastic","mfscreen",88,0.025,0.0231155778894472,1,28
"Clean homoskedastic","mfscreen",88,0.05,0.04321608040201,1,48
"Clean homoskedastic","mfscreen",88,0.1,0.0824120603015075,1,87
"Clean homoskedastic","mfscreen",88,0.2,0.194974874371859,1,199
"Clean homoskedastic","mfscreen",88,0.3,0.291457286432161,1,295
"Clean homoskedastic","Pearson SIS",88,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",88,0.005,0.00402010050251256,1,9
"Clean homoskedastic","Pearson SIS",88,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Pearson SIS",88,0.025,0.021105527638191,1,26
"Clean homoskedastic","Pearson SIS",88,0.05,0.0442211055276382,1,49
"Clean homoskedastic","Pearson SIS",88,0.1,0.085427135678392,1,90
"Clean homoskedastic","Pearson SIS",88,0.2,0.192964824120603,1,197
"Clean homoskedastic","Pearson SIS",88,0.3,0.282412060301508,1,286
"Clean homoskedastic","Spearman SIS",88,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",88,0.005,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",88,0.01,0.00603015075376884,1,11
"Clean homoskedastic","Spearman SIS",88,0.025,0.0231155778894472,1,28
"Clean homoskedastic","Spearman SIS",88,0.05,0.04321608040201,1,48
"Clean homoskedastic","Spearman SIS",88,0.1,0.092462311557789,1,97
"Clean homoskedastic","Spearman SIS",88,0.2,0.186934673366834,1,191
"Clean homoskedastic","Spearman SIS",88,0.3,0.290452261306533,1,294
"Clean homoskedastic","mfscreen",89,0.001,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",89,0.005,0.0120603015075377,1,17
"Clean homoskedastic","mfscreen",89,0.01,0.0160804020100503,1,21
"Clean homoskedastic","mfscreen",89,0.025,0.0251256281407035,1,30
"Clean homoskedastic","mfscreen",89,0.05,0.0512562814070352,1,56
"Clean homoskedastic","mfscreen",89,0.1,0.0914572864321608,1,96
"Clean homoskedastic","mfscreen",89,0.2,0.182914572864322,1,187
"Clean homoskedastic","mfscreen",89,0.3,0.292462311557789,1,296
"Clean homoskedastic","Pearson SIS",89,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Pearson SIS",89,0.005,0.0130653266331658,1,18
"Clean homoskedastic","Pearson SIS",89,0.01,0.0160804020100503,1,21
"Clean homoskedastic","Pearson SIS",89,0.025,0.0241206030150754,1,29
"Clean homoskedastic","Pearson SIS",89,0.05,0.0522613065326633,1,57
"Clean homoskedastic","Pearson SIS",89,0.1,0.0844221105527638,1,89
"Clean homoskedastic","Pearson SIS",89,0.2,0.182914572864322,1,187
"Clean homoskedastic","Pearson SIS",89,0.3,0.288442211055276,1,292
"Clean homoskedastic","Spearman SIS",89,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",89,0.005,0.00904522613065327,1,14
"Clean homoskedastic","Spearman SIS",89,0.01,0.0130653266331658,1,18
"Clean homoskedastic","Spearman SIS",89,0.025,0.0261306532663317,1,31
"Clean homoskedastic","Spearman SIS",89,0.05,0.0492462311557789,1,54
"Clean homoskedastic","Spearman SIS",89,0.1,0.0954773869346734,1,100
"Clean homoskedastic","Spearman SIS",89,0.2,0.181909547738693,1,186
"Clean homoskedastic","Spearman SIS",89,0.3,0.276381909547739,1,280
"Clean homoskedastic","mfscreen",90,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",90,0.005,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",90,0.01,0.0100502512562814,1,15
"Clean homoskedastic","mfscreen",90,0.025,0.0271356783919598,1,32
"Clean homoskedastic","mfscreen",90,0.05,0.0492462311557789,1,54
"Clean homoskedastic","mfscreen",90,0.1,0.0994974874371859,1,104
"Clean homoskedastic","mfscreen",90,0.2,0.206030150753769,1,210
"Clean homoskedastic","mfscreen",90,0.3,0.301507537688442,1,305
"Clean homoskedastic","Pearson SIS",90,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",90,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",90,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Pearson SIS",90,0.025,0.0291457286432161,1,34
"Clean homoskedastic","Pearson SIS",90,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Pearson SIS",90,0.1,0.100502512562814,1,105
"Clean homoskedastic","Pearson SIS",90,0.2,0.206030150753769,1,210
"Clean homoskedastic","Pearson SIS",90,0.3,0.30251256281407,1,306
"Clean homoskedastic","Spearman SIS",90,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",90,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Spearman SIS",90,0.01,0.0100502512562814,1,15
"Clean homoskedastic","Spearman SIS",90,0.025,0.0251256281407035,1,30
"Clean homoskedastic","Spearman SIS",90,0.05,0.057286432160804,1,62
"Clean homoskedastic","Spearman SIS",90,0.1,0.105527638190955,1,110
"Clean homoskedastic","Spearman SIS",90,0.2,0.208040201005025,1,212
"Clean homoskedastic","Spearman SIS",90,0.3,0.311557788944724,1,315
"Clean homoskedastic","mfscreen",91,0.001,0,1,5
"Clean homoskedastic","mfscreen",91,0.005,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",91,0.01,0.00402010050251256,1,9
"Clean homoskedastic","mfscreen",91,0.025,0.0170854271356784,1,22
"Clean homoskedastic","mfscreen",91,0.05,0.0391959798994975,1,44
"Clean homoskedastic","mfscreen",91,0.1,0.0793969849246231,1,84
"Clean homoskedastic","mfscreen",91,0.2,0.196984924623116,1,201
"Clean homoskedastic","mfscreen",91,0.3,0.295477386934673,1,299
"Clean homoskedastic","Pearson SIS",91,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",91,0.005,0.00201005025125628,1,7
"Clean homoskedastic","Pearson SIS",91,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",91,0.025,0.0180904522613065,1,23
"Clean homoskedastic","Pearson SIS",91,0.05,0.0371859296482412,1,42
"Clean homoskedastic","Pearson SIS",91,0.1,0.0773869346733668,1,82
"Clean homoskedastic","Pearson SIS",91,0.2,0.186934673366834,1,191
"Clean homoskedastic","Pearson SIS",91,0.3,0.298492462311558,1,302
"Clean homoskedastic","Spearman SIS",91,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",91,0.005,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",91,0.01,0.00603015075376884,1,11
"Clean homoskedastic","Spearman SIS",91,0.025,0.021105527638191,1,26
"Clean homoskedastic","Spearman SIS",91,0.05,0.0371859296482412,1,42
"Clean homoskedastic","Spearman SIS",91,0.1,0.092462311557789,1,97
"Clean homoskedastic","Spearman SIS",91,0.2,0.202010050251256,1,206
"Clean homoskedastic","Spearman SIS",91,0.3,0.303517587939699,1,307
"Clean homoskedastic","mfscreen",92,0.001,0,1,5
"Clean homoskedastic","mfscreen",92,0.005,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",92,0.01,0.0120603015075377,1,17
"Clean homoskedastic","mfscreen",92,0.025,0.0381909547738693,1,43
"Clean homoskedastic","mfscreen",92,0.05,0.0613065326633166,1,66
"Clean homoskedastic","mfscreen",92,0.1,0.106532663316583,1,111
"Clean homoskedastic","mfscreen",92,0.2,0.210050251256281,1,214
"Clean homoskedastic","mfscreen",92,0.3,0.304522613065327,1,308
"Clean homoskedastic","Pearson SIS",92,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",92,0.005,0.00201005025125628,1,7
"Clean homoskedastic","Pearson SIS",92,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",92,0.025,0.0361809045226131,1,41
"Clean homoskedastic","Pearson SIS",92,0.05,0.0542713567839196,1,59
"Clean homoskedastic","Pearson SIS",92,0.1,0.104522613065327,1,109
"Clean homoskedastic","Pearson SIS",92,0.2,0.203015075376884,1,207
"Clean homoskedastic","Pearson SIS",92,0.3,0.305527638190955,1,309
"Clean homoskedastic","Spearman SIS",92,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",92,0.005,0.00703517587939699,1,12
"Clean homoskedastic","Spearman SIS",92,0.01,0.0110552763819095,1,16
"Clean homoskedastic","Spearman SIS",92,0.025,0.0311557788944724,1,36
"Clean homoskedastic","Spearman SIS",92,0.05,0.0562814070351759,1,61
"Clean homoskedastic","Spearman SIS",92,0.1,0.0984924623115578,1,103
"Clean homoskedastic","Spearman SIS",92,0.2,0.193969849246231,1,198
"Clean homoskedastic","Spearman SIS",92,0.3,0.291457286432161,1,295
"Clean homoskedastic","mfscreen",93,0.001,0,1,5
"Clean homoskedastic","mfscreen",93,0.005,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",93,0.01,0.0120603015075377,1,17
"Clean homoskedastic","mfscreen",93,0.025,0.0190954773869347,1,24
"Clean homoskedastic","mfscreen",93,0.05,0.0512562814070352,1,56
"Clean homoskedastic","mfscreen",93,0.1,0.0984924623115578,1,103
"Clean homoskedastic","mfscreen",93,0.2,0.198994974874372,1,203
"Clean homoskedastic","mfscreen",93,0.3,0.295477386934673,1,299
"Clean homoskedastic","Pearson SIS",93,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",93,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",93,0.01,0.0120603015075377,1,17
"Clean homoskedastic","Pearson SIS",93,0.025,0.0190954773869347,1,24
"Clean homoskedastic","Pearson SIS",93,0.05,0.0512562814070352,1,56
"Clean homoskedastic","Pearson SIS",93,0.1,0.0994974874371859,1,104
"Clean homoskedastic","Pearson SIS",93,0.2,0.195979899497487,1,200
"Clean homoskedastic","Pearson SIS",93,0.3,0.294472361809045,1,298
"Clean homoskedastic","Spearman SIS",93,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",93,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Spearman SIS",93,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Spearman SIS",93,0.025,0.0271356783919598,1,32
"Clean homoskedastic","Spearman SIS",93,0.05,0.050251256281407,1,55
"Clean homoskedastic","Spearman SIS",93,0.1,0.103517587939698,1,108
"Clean homoskedastic","Spearman SIS",93,0.2,0.201005025125628,1,205
"Clean homoskedastic","Spearman SIS",93,0.3,0.299497487437186,1,303
"Clean homoskedastic","mfscreen",94,0.001,0.00201005025125628,1,7
"Clean homoskedastic","mfscreen",94,0.005,0.00402010050251256,1,9
"Clean homoskedastic","mfscreen",94,0.01,0.00904522613065327,1,14
"Clean homoskedastic","mfscreen",94,0.025,0.0261306532663317,1,31
"Clean homoskedastic","mfscreen",94,0.05,0.0482412060301508,1,53
"Clean homoskedastic","mfscreen",94,0.1,0.0954773869346734,1,100
"Clean homoskedastic","mfscreen",94,0.2,0.196984924623116,1,201
"Clean homoskedastic","mfscreen",94,0.3,0.294472361809045,1,298
"Clean homoskedastic","Pearson SIS",94,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",94,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Pearson SIS",94,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Pearson SIS",94,0.025,0.021105527638191,1,26
"Clean homoskedastic","Pearson SIS",94,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Pearson SIS",94,0.1,0.0954773869346734,1,100
"Clean homoskedastic","Pearson SIS",94,0.2,0.198994974874372,1,203
"Clean homoskedastic","Pearson SIS",94,0.3,0.295477386934673,1,299
"Clean homoskedastic","Spearman SIS",94,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",94,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",94,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Spearman SIS",94,0.025,0.021105527638191,1,26
"Clean homoskedastic","Spearman SIS",94,0.05,0.0542713567839196,1,59
"Clean homoskedastic","Spearman SIS",94,0.1,0.112562814070352,1,117
"Clean homoskedastic","Spearman SIS",94,0.2,0.219095477386935,1,223
"Clean homoskedastic","Spearman SIS",94,0.3,0.317587939698492,1,321
"Clean homoskedastic","mfscreen",95,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",95,0.005,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",95,0.01,0.00603015075376884,1,11
"Clean homoskedastic","mfscreen",95,0.025,0.0291457286432161,1,34
"Clean homoskedastic","mfscreen",95,0.05,0.0522613065326633,1,57
"Clean homoskedastic","mfscreen",95,0.1,0.101507537688442,1,106
"Clean homoskedastic","mfscreen",95,0.2,0.186934673366834,1,191
"Clean homoskedastic","mfscreen",95,0.3,0.290452261306533,1,294
"Clean homoskedastic","Pearson SIS",95,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",95,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Pearson SIS",95,0.01,0.00603015075376884,1,11
"Clean homoskedastic","Pearson SIS",95,0.025,0.0221105527638191,1,27
"Clean homoskedastic","Pearson SIS",95,0.05,0.0512562814070352,1,56
"Clean homoskedastic","Pearson SIS",95,0.1,0.100502512562814,1,105
"Clean homoskedastic","Pearson SIS",95,0.2,0.181909547738693,1,186
"Clean homoskedastic","Pearson SIS",95,0.3,0.291457286432161,1,295
"Clean homoskedastic","Spearman SIS",95,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",95,0.005,0.00703517587939699,1,12
"Clean homoskedastic","Spearman SIS",95,0.01,0.0110552763819095,1,16
"Clean homoskedastic","Spearman SIS",95,0.025,0.0221105527638191,1,27
"Clean homoskedastic","Spearman SIS",95,0.05,0.050251256281407,1,55
"Clean homoskedastic","Spearman SIS",95,0.1,0.0954773869346734,1,100
"Clean homoskedastic","Spearman SIS",95,0.2,0.189949748743719,1,194
"Clean homoskedastic","Spearman SIS",95,0.3,0.287437185929648,1,291
"Clean homoskedastic","mfscreen",96,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",96,0.005,0.00703517587939699,1,12
"Clean homoskedastic","mfscreen",96,0.01,0.0120603015075377,1,17
"Clean homoskedastic","mfscreen",96,0.025,0.0291457286432161,1,34
"Clean homoskedastic","mfscreen",96,0.05,0.0522613065326633,1,57
"Clean homoskedastic","mfscreen",96,0.1,0.100502512562814,1,105
"Clean homoskedastic","mfscreen",96,0.2,0.212060301507538,1,216
"Clean homoskedastic","mfscreen",96,0.3,0.306532663316583,1,310
"Clean homoskedastic","Pearson SIS",96,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Pearson SIS",96,0.005,0.00703517587939699,1,12
"Clean homoskedastic","Pearson SIS",96,0.01,0.0130653266331658,1,18
"Clean homoskedastic","Pearson SIS",96,0.025,0.0281407035175879,1,33
"Clean homoskedastic","Pearson SIS",96,0.05,0.0512562814070352,1,56
"Clean homoskedastic","Pearson SIS",96,0.1,0.101507537688442,1,106
"Clean homoskedastic","Pearson SIS",96,0.2,0.215075376884422,1,219
"Clean homoskedastic","Pearson SIS",96,0.3,0.304522613065327,1,308
"Clean homoskedastic","Spearman SIS",96,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",96,0.005,0.00703517587939699,1,12
"Clean homoskedastic","Spearman SIS",96,0.01,0.0120603015075377,1,17
"Clean homoskedastic","Spearman SIS",96,0.025,0.0261306532663317,1,31
"Clean homoskedastic","Spearman SIS",96,0.05,0.0532663316582915,1,58
"Clean homoskedastic","Spearman SIS",96,0.1,0.103517587939698,1,108
"Clean homoskedastic","Spearman SIS",96,0.2,0.21608040201005,1,220
"Clean homoskedastic","Spearman SIS",96,0.3,0.303517587939699,1,307
"Clean homoskedastic","mfscreen",97,0.001,0,1,5
"Clean homoskedastic","mfscreen",97,0.005,0.00402010050251256,1,9
"Clean homoskedastic","mfscreen",97,0.01,0.0120603015075377,1,17
"Clean homoskedastic","mfscreen",97,0.025,0.0321608040201005,1,37
"Clean homoskedastic","mfscreen",97,0.05,0.0592964824120603,1,64
"Clean homoskedastic","mfscreen",97,0.1,0.103517587939698,1,108
"Clean homoskedastic","mfscreen",97,0.2,0.212060301507538,1,216
"Clean homoskedastic","mfscreen",97,0.3,0.306532663316583,1,310
"Clean homoskedastic","Pearson SIS",97,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",97,0.005,0.00402010050251256,1,9
"Clean homoskedastic","Pearson SIS",97,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Pearson SIS",97,0.025,0.0281407035175879,1,33
"Clean homoskedastic","Pearson SIS",97,0.05,0.0532663316582915,1,58
"Clean homoskedastic","Pearson SIS",97,0.1,0.10251256281407,1,107
"Clean homoskedastic","Pearson SIS",97,0.2,0.204020100502513,1,208
"Clean homoskedastic","Pearson SIS",97,0.3,0.307537688442211,1,311
"Clean homoskedastic","Spearman SIS",97,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",97,0.005,0.00402010050251256,1,9
"Clean homoskedastic","Spearman SIS",97,0.01,0.0100502512562814,1,15
"Clean homoskedastic","Spearman SIS",97,0.025,0.0351758793969849,1,40
"Clean homoskedastic","Spearman SIS",97,0.05,0.0582914572864322,1,63
"Clean homoskedastic","Spearman SIS",97,0.1,0.105527638190955,1,110
"Clean homoskedastic","Spearman SIS",97,0.2,0.202010050251256,1,206
"Clean homoskedastic","Spearman SIS",97,0.3,0.293467336683417,1,297
"Clean homoskedastic","mfscreen",98,0.001,0,1,5
"Clean homoskedastic","mfscreen",98,0.005,0.00301507537688442,1,8
"Clean homoskedastic","mfscreen",98,0.01,0.00804020100502513,1,13
"Clean homoskedastic","mfscreen",98,0.025,0.0201005025125628,1,25
"Clean homoskedastic","mfscreen",98,0.05,0.0512562814070352,1,56
"Clean homoskedastic","mfscreen",98,0.1,0.104522613065327,1,109
"Clean homoskedastic","mfscreen",98,0.2,0.214070351758794,1,218
"Clean homoskedastic","mfscreen",98,0.3,0.308542713567839,1,312
"Clean homoskedastic","Pearson SIS",98,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",98,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Pearson SIS",98,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Pearson SIS",98,0.025,0.0201005025125628,1,25
"Clean homoskedastic","Pearson SIS",98,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Pearson SIS",98,0.1,0.0984924623115578,1,103
"Clean homoskedastic","Pearson SIS",98,0.2,0.210050251256281,1,214
"Clean homoskedastic","Pearson SIS",98,0.3,0.307537688442211,1,311
"Clean homoskedastic","Spearman SIS",98,0.001,0.00100502512562814,1,6
"Clean homoskedastic","Spearman SIS",98,0.005,0.0050251256281407,1,10
"Clean homoskedastic","Spearman SIS",98,0.01,0.00804020100502513,1,13
"Clean homoskedastic","Spearman SIS",98,0.025,0.0170854271356784,1,22
"Clean homoskedastic","Spearman SIS",98,0.05,0.0482412060301508,1,53
"Clean homoskedastic","Spearman SIS",98,0.1,0.092462311557789,1,97
"Clean homoskedastic","Spearman SIS",98,0.2,0.219095477386935,1,223
"Clean homoskedastic","Spearman SIS",98,0.3,0.320603015075377,1,324
"Clean homoskedastic","mfscreen",99,0.001,0,1,5
"Clean homoskedastic","mfscreen",99,0.005,0.00301507537688442,1,8
"Clean homoskedastic","mfscreen",99,0.01,0.00904522613065327,1,14
"Clean homoskedastic","mfscreen",99,0.025,0.0291457286432161,1,34
"Clean homoskedastic","mfscreen",99,0.05,0.0482412060301508,1,53
"Clean homoskedastic","mfscreen",99,0.1,0.0814070351758794,1,86
"Clean homoskedastic","mfscreen",99,0.2,0.177889447236181,1,182
"Clean homoskedastic","mfscreen",99,0.3,0.278391959798995,1,282
"Clean homoskedastic","Pearson SIS",99,0.001,0,1,5
"Clean homoskedastic","Pearson SIS",99,0.005,0.00301507537688442,1,8
"Clean homoskedastic","Pearson SIS",99,0.01,0.00703517587939699,1,12
"Clean homoskedastic","Pearson SIS",99,0.025,0.0281407035175879,1,33
"Clean homoskedastic","Pearson SIS",99,0.05,0.0472361809045226,1,52
"Clean homoskedastic","Pearson SIS",99,0.1,0.0804020100502513,1,85
"Clean homoskedastic","Pearson SIS",99,0.2,0.17286432160804,1,177
"Clean homoskedastic","Pearson SIS",99,0.3,0.276381909547739,1,280
"Clean homoskedastic","Spearman SIS",99,0.001,0,1,5
"Clean homoskedastic","Spearman SIS",99,0.005,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",99,0.01,0.00904522613065327,1,14
"Clean homoskedastic","Spearman SIS",99,0.025,0.0201005025125628,1,25
"Clean homoskedastic","Spearman SIS",99,0.05,0.0402010050251256,1,45
"Clean homoskedastic","Spearman SIS",99,0.1,0.0834170854271357,1,88
"Clean homoskedastic","Spearman SIS",99,0.2,0.182914572864322,1,187
"Clean homoskedastic","Spearman SIS",99,0.3,0.288442211055276,1,292
"Clean homoskedastic","mfscreen",100,0.001,0.00301507537688442,1,8
"Clean homoskedastic","mfscreen",100,0.005,0.0120603015075377,1,17
"Clean homoskedastic","mfscreen",100,0.01,0.0180904522613065,1,23
"Clean homoskedastic","mfscreen",100,0.025,0.0301507537688442,1,35
"Clean homoskedastic","mfscreen",100,0.05,0.0512562814070352,1,56
"Clean homoskedastic","mfscreen",100,0.1,0.108542713567839,1,113
"Clean homoskedastic","mfscreen",100,0.2,0.220100502512563,1,224
"Clean homoskedastic","mfscreen",100,0.3,0.321608040201005,1,325
"Clean homoskedastic","Pearson SIS",100,0.001,0.00301507537688442,1,8
"Clean homoskedastic","Pearson SIS",100,0.005,0.00904522613065327,1,14
"Clean homoskedastic","Pearson SIS",100,0.01,0.0180904522613065,1,23
"Clean homoskedastic","Pearson SIS",100,0.025,0.0301507537688442,1,35
"Clean homoskedastic","Pearson SIS",100,0.05,0.050251256281407,1,55
"Clean homoskedastic","Pearson SIS",100,0.1,0.110552763819095,1,115
"Clean homoskedastic","Pearson SIS",100,0.2,0.221105527638191,1,225
"Clean homoskedastic","Pearson SIS",100,0.3,0.310552763819095,1,314
"Clean homoskedastic","Spearman SIS",100,0.001,0.00201005025125628,1,7
"Clean homoskedastic","Spearman SIS",100,0.005,0.00603015075376884,1,11
"Clean homoskedastic","Spearman SIS",100,0.01,0.0160804020100503,1,21
"Clean homoskedastic","Spearman SIS",100,0.025,0.0321608040201005,1,37
"Clean homoskedastic","Spearman SIS",100,0.05,0.0552763819095477,1,60
"Clean homoskedastic","Spearman SIS",100,0.1,0.115577889447236,1,120
"Clean homoskedastic","Spearman SIS",100,0.2,0.208040201005025,1,212
"Clean homoskedastic","Spearman SIS",100,0.3,0.301507537688442,1,305
"Clean homoskedastic","mfscreen",101,0.001,0.00100502512562814,1,6
"Clean homoskedastic","mfscreen",101,0.005,0.00301507537688442,1,8
"Clean homoskedastic","mfscreen",101,0.01,0.0050251256281407,1,10
"Clean homoskedastic","mfscreen",101,0.025,0.021105527638191,1,26
