"replication","method","parameter","parameter_label","fdr","fpr","tpr","ssp","selected_count"
21,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
21,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
21,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
21,"Spearman SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
21,"Spearman SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
21,"Spearman SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
21,"Spearman SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
21,"Spearman SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
21,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
21,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
21,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
21,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
21,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
21,"Logistic SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
21,"Logistic SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
21,"Logistic SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
21,"Logistic SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
21,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
21,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
21,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
21,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
22,"mfscreen",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
22,"mfscreen",20,"top 20",0.3,0.00302114803625378,1,1,20
22,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
22,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
22,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
22,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
22,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
22,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
22,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
22,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
22,"Pearson SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
22,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
22,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
22,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
22,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
22,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
22,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
22,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
22,"Spearman SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
22,"Spearman SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
22,"Spearman SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
22,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
22,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
22,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
22,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
22,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
22,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
22,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
22,"Logistic SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
22,"Logistic SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
22,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
22,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
22,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
22,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
22,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
22,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
23,"mfscreen",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
23,"mfscreen",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
23,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
23,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
23,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
23,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
23,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
23,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
23,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
23,"Pearson SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
23,"Pearson SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
23,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
23,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
23,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
23,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
23,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
23,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
23,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
23,"Spearman SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
23,"Spearman SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
23,"Spearman SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
23,"Spearman SIS",40,"top 40",0.7,0.014098690835851,0.857142857142857,0,40
23,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
23,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
23,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
23,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
23,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
23,"Logistic SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
23,"Logistic SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
23,"Logistic SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
23,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
23,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
23,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
23,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
23,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
23,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
24,"mfscreen",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
24,"mfscreen",20,"top 20",0.3,0.00302114803625378,1,1,20
24,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
24,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
24,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
24,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
24,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
24,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
24,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
24,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
24,"Pearson SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
24,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
24,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
24,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
24,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
24,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
24,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
24,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
24,"Spearman SIS",14,"top 14",0,0,1,1,14
24,"Spearman SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
24,"Spearman SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
24,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
24,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
24,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
24,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
24,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
24,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
24,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
24,"Logistic SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
24,"Logistic SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
24,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
24,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
24,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
24,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
24,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
24,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
25,"mfscreen",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
25,"mfscreen",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
25,"mfscreen",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
25,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
25,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
25,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
25,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
25,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
25,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
25,"Pearson SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
25,"Pearson SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
25,"Pearson SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
25,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
25,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
25,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
25,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
25,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
25,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
25,"Spearman SIS",14,"top 14",0.357142857142857,0.00251762336354481,0.642857142857143,0,14
25,"Spearman SIS",20,"top 20",0.55,0.00553877139979859,0.642857142857143,0,20
25,"Spearman SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
25,"Spearman SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
25,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
25,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
25,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
25,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
25,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
25,"Logistic SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
25,"Logistic SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
25,"Logistic SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
25,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
25,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
25,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
25,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
25,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
25,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
26,"mfscreen",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
26,"mfscreen",20,"top 20",0.3,0.00302114803625378,1,1,20
26,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
26,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
26,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
26,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
26,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
26,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
26,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
26,"Pearson SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
26,"Pearson SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
26,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
26,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
26,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
26,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
26,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
26,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
26,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
26,"Spearman SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
26,"Spearman SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
26,"Spearman SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
26,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
26,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
26,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
26,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
26,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
26,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
26,"Logistic SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
26,"Logistic SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
26,"Logistic SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
26,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
26,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
26,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
26,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
26,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
26,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
27,"mfscreen",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
27,"mfscreen",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
27,"mfscreen",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
27,"mfscreen",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
27,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
27,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
27,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
27,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
27,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
27,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
27,"Pearson SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
27,"Pearson SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
27,"Pearson SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
27,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
27,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
27,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
27,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
27,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
27,"Spearman SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
27,"Spearman SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
27,"Spearman SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
27,"Spearman SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
27,"Spearman SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
27,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
27,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
27,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
27,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
27,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
27,"Logistic SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
27,"Logistic SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
27,"Logistic SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
27,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
27,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
27,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
27,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
27,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
28,"mfscreen",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
28,"mfscreen",20,"top 20",0.3,0.00302114803625378,1,1,20
28,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
28,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
28,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
28,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
28,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
28,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
28,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
28,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
28,"Pearson SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
28,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
28,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
28,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
28,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
28,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
28,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
28,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
28,"Spearman SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
28,"Spearman SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
28,"Spearman SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
28,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
28,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
28,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
28,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
28,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
28,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
28,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
28,"Logistic SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
28,"Logistic SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
28,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
28,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
28,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
28,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
28,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
28,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
29,"mfscreen",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
29,"mfscreen",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
29,"mfscreen",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
29,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
29,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
29,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
29,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
29,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
29,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
29,"Pearson SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
29,"Pearson SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
29,"Pearson SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
29,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
29,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
29,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
29,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
29,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
29,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
29,"Spearman SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
29,"Spearman SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
29,"Spearman SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
29,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
29,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
29,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
29,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
29,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
29,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
29,"Logistic SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
29,"Logistic SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
29,"Logistic SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
29,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
29,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
29,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
29,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
29,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
29,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
30,"mfscreen",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
30,"mfscreen",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
30,"mfscreen",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
30,"mfscreen",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
30,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
30,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
30,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
30,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
30,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
30,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
30,"Pearson SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
30,"Pearson SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
30,"Pearson SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
30,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
30,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
30,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
30,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
30,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
30,"Spearman SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
30,"Spearman SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
30,"Spearman SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
30,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
30,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
30,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
30,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
30,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
30,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
30,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
30,"Logistic SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
30,"Logistic SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
30,"Logistic SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
30,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
30,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
30,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
30,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
30,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
31,"mfscreen",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
31,"mfscreen",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
31,"mfscreen",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
