"replication","method","parameter","parameter_label","fdr","fpr","tpr","ssp","selected_count"
3,"mfscreen",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
3,"mfscreen",80,"top 80",0.8375,0.0337361530715005,0.928571428571429,0,80
3,"mfscreen",120,"top 120",0.891666666666667,0.053877139979859,0.928571428571429,0,120
3,"mfscreen",160,"top 160",0.91875,0.0740181268882175,0.928571428571429,0,160
3,"mfscreen",220,"top 220",0.940909090909091,0.104229607250755,0.928571428571429,0,220
3,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
3,"Pearson SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
3,"Pearson SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
3,"Pearson SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
3,"Pearson SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
3,"Pearson SIS",80,"top 80",0.8375,0.0337361530715005,0.928571428571429,0,80
3,"Pearson SIS",120,"top 120",0.891666666666667,0.053877139979859,0.928571428571429,0,120
3,"Pearson SIS",160,"top 160",0.91875,0.0740181268882175,0.928571428571429,0,160
3,"Pearson SIS",220,"top 220",0.940909090909091,0.104229607250755,0.928571428571429,0,220
3,"Spearman SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
3,"Spearman SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
3,"Spearman SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
3,"Spearman SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
3,"Spearman SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
3,"Spearman SIS",80,"top 80",0.8375,0.0337361530715005,0.928571428571429,0,80
3,"Spearman SIS",120,"top 120",0.891666666666667,0.053877139979859,0.928571428571429,0,120
3,"Spearman SIS",160,"top 160",0.91875,0.0740181268882175,0.928571428571429,0,160
3,"Spearman SIS",220,"top 220",0.940909090909091,0.104229607250755,0.928571428571429,0,220
3,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
3,"Logistic SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
3,"Logistic SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
3,"Logistic SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
3,"Logistic SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
3,"Logistic SIS",80,"top 80",0.8375,0.0337361530715005,0.928571428571429,0,80
3,"Logistic SIS",120,"top 120",0.891666666666667,0.053877139979859,0.928571428571429,0,120
3,"Logistic SIS",160,"top 160",0.91875,0.0740181268882175,0.928571428571429,0,160
3,"Logistic SIS",220,"top 220",0.940909090909091,0.104229607250755,0.928571428571429,0,220
4,"mfscreen",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
4,"mfscreen",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
4,"mfscreen",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
4,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
4,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
4,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
4,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
4,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
4,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
4,"Pearson SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
4,"Pearson SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
4,"Pearson SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
4,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
4,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
4,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
4,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
4,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
4,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
4,"Spearman SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
4,"Spearman SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
4,"Spearman SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
4,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
4,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
4,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
4,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
4,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
4,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
4,"Logistic SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
4,"Logistic SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
4,"Logistic SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
4,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
4,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
4,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
4,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
4,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
4,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
5,"mfscreen",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
5,"mfscreen",20,"top 20",0.3,0.00302114803625378,1,1,20
5,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
5,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
5,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
5,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
5,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
5,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
5,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
5,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
5,"Pearson SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
5,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
5,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
5,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
5,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
5,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
5,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
5,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
5,"Spearman SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
5,"Spearman SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
5,"Spearman SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
5,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
5,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
5,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
5,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
5,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
5,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
5,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
5,"Logistic SIS",20,"top 20",0.3,0.00302114803625378,1,1,20
5,"Logistic SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
5,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
5,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
5,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
5,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
5,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
5,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
6,"mfscreen",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
6,"mfscreen",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
6,"mfscreen",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
6,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
6,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
6,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
6,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
6,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
6,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
6,"Pearson SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
6,"Pearson SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
6,"Pearson SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
6,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
6,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
6,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
6,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
6,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
6,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
6,"Spearman SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
6,"Spearman SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
6,"Spearman SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
6,"Spearman SIS",40,"top 40",0.65,0.013091641490433,1,1,40
6,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
6,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
6,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
6,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
6,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
6,"Logistic SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
6,"Logistic SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
6,"Logistic SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
6,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
6,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
6,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
6,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
6,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
6,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
7,"mfscreen",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
7,"mfscreen",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
7,"mfscreen",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
7,"mfscreen",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
7,"mfscreen",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
7,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
7,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
7,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
7,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
7,"Pearson SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
7,"Pearson SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
7,"Pearson SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
7,"Pearson SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
7,"Pearson SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
7,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
7,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
7,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
7,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
7,"Spearman SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
7,"Spearman SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
7,"Spearman SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
7,"Spearman SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
7,"Spearman SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
7,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
7,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
7,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
7,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
7,"Logistic SIS",14,"top 14",0.0714285714285714,0.000503524672708963,0.928571428571429,0,14
7,"Logistic SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
7,"Logistic SIS",30,"top 30",0.566666666666667,0.00855991943605237,0.928571428571429,0,30
7,"Logistic SIS",40,"top 40",0.675,0.013595166163142,0.928571428571429,0,40
7,"Logistic SIS",60,"top 60",0.783333333333333,0.0236656596173212,0.928571428571429,0,60
7,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
7,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
7,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
7,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
8,"mfscreen",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
8,"mfscreen",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
8,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
8,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
8,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
8,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
8,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
8,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
8,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
8,"Pearson SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
8,"Pearson SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
8,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
8,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
8,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
8,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
8,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
8,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
8,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
8,"Spearman SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
8,"Spearman SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
8,"Spearman SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
8,"Spearman SIS",40,"top 40",0.7,0.014098690835851,0.857142857142857,0,40
8,"Spearman SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
8,"Spearman SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
8,"Spearman SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
8,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
8,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
8,"Logistic SIS",14,"top 14",0.142857142857143,0.00100704934541793,0.857142857142857,0,14
8,"Logistic SIS",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
8,"Logistic SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
8,"Logistic SIS",40,"top 40",0.65,0.013091641490433,1,1,40
8,"Logistic SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
8,"Logistic SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
8,"Logistic SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
8,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
8,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
9,"mfscreen",14,"top 14",0.285714285714286,0.00201409869083585,0.714285714285714,0,14
9,"mfscreen",20,"top 20",0.4,0.0040281973816717,0.857142857142857,0,20
9,"mfscreen",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
9,"mfscreen",40,"top 40",0.7,0.014098690835851,0.857142857142857,0,40
9,"mfscreen",60,"top 60",0.8,0.0241691842900302,0.857142857142857,0,60
9,"mfscreen",80,"top 80",0.8375,0.0337361530715005,0.928571428571429,0,80
9,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
9,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
9,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
9,"Pearson SIS",14,"top 14",0.357142857142857,0.00251762336354481,0.642857142857143,0,14
9,"Pearson SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
9,"Pearson SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
9,"Pearson SIS",40,"top 40",0.7,0.014098690835851,0.857142857142857,0,40
9,"Pearson SIS",60,"top 60",0.8,0.0241691842900302,0.857142857142857,0,60
9,"Pearson SIS",80,"top 80",0.8375,0.0337361530715005,0.928571428571429,0,80
9,"Pearson SIS",120,"top 120",0.891666666666667,0.053877139979859,0.928571428571429,0,120
9,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
9,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
9,"Spearman SIS",14,"top 14",0.357142857142857,0.00251762336354481,0.642857142857143,0,14
9,"Spearman SIS",20,"top 20",0.55,0.00553877139979859,0.642857142857143,0,20
9,"Spearman SIS",30,"top 30",0.633333333333333,0.00956696878147029,0.785714285714286,0,30
9,"Spearman SIS",40,"top 40",0.725,0.0146022155085599,0.785714285714286,0,40
9,"Spearman SIS",60,"top 60",0.8,0.0241691842900302,0.857142857142857,0,60
9,"Spearman SIS",80,"top 80",0.85,0.0342396777442095,0.857142857142857,0,80
9,"Spearman SIS",120,"top 120",0.9,0.054380664652568,0.857142857142857,0,120
9,"Spearman SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
9,"Spearman SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
9,"Logistic SIS",14,"top 14",0.357142857142857,0.00251762336354481,0.642857142857143,0,14
9,"Logistic SIS",20,"top 20",0.45,0.00453172205438067,0.785714285714286,0,20
9,"Logistic SIS",30,"top 30",0.6,0.00906344410876133,0.857142857142857,0,30
9,"Logistic SIS",40,"top 40",0.7,0.014098690835851,0.857142857142857,0,40
9,"Logistic SIS",60,"top 60",0.8,0.0241691842900302,0.857142857142857,0,60
9,"Logistic SIS",80,"top 80",0.8375,0.0337361530715005,0.928571428571429,0,80
9,"Logistic SIS",120,"top 120",0.891666666666667,0.053877139979859,0.928571428571429,0,120
9,"Logistic SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
9,"Logistic SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
10,"mfscreen",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
10,"mfscreen",20,"top 20",0.3,0.00302114803625378,1,1,20
10,"mfscreen",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
10,"mfscreen",40,"top 40",0.65,0.013091641490433,1,1,40
10,"mfscreen",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
10,"mfscreen",80,"top 80",0.825,0.0332326283987915,1,1,80
10,"mfscreen",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
10,"mfscreen",160,"top 160",0.9125,0.0735146022155086,1,1,160
10,"mfscreen",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
10,"Pearson SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
10,"Pearson SIS",20,"top 20",0.35,0.00352467270896274,0.928571428571429,0,20
10,"Pearson SIS",30,"top 30",0.533333333333333,0.0080563947633434,1,1,30
10,"Pearson SIS",40,"top 40",0.65,0.013091641490433,1,1,40
10,"Pearson SIS",60,"top 60",0.766666666666667,0.0231621349446123,1,1,60
10,"Pearson SIS",80,"top 80",0.825,0.0332326283987915,1,1,80
10,"Pearson SIS",120,"top 120",0.883333333333333,0.05337361530715,1,1,120
10,"Pearson SIS",160,"top 160",0.9125,0.0735146022155086,1,1,160
10,"Pearson SIS",220,"top 220",0.936363636363636,0.103726082578046,1,1,220
10,"Spearman SIS",14,"top 14",0.214285714285714,0.00151057401812689,0.785714285714286,0,14
