"model","method","replication","q","fpr","ssp"
"Parametric linear","Pearson SIS",64,0.1,0.105527638190955,1
"Parametric linear","Pearson SIS",64,0.2,0.207035175879397,1
"Parametric linear","Pearson SIS",64,0.3,0.316582914572864,1
"Parametric linear","Spearman SIS",64,0.001,0,0
"Parametric linear","Spearman SIS",64,0.005,0.0050251256281407,0
"Parametric linear","Spearman SIS",64,0.01,0.00804020100502513,0
"Parametric linear","Spearman SIS",64,0.025,0.0341708542713568,0
"Parametric linear","Spearman SIS",64,0.05,0.0562814070351759,0
"Parametric linear","Spearman SIS",64,0.1,0.0994974874371859,1
"Parametric linear","Spearman SIS",64,0.2,0.190954773869347,1
"Parametric linear","Spearman SIS",64,0.3,0.301507537688442,1
"Parametric linear","mfscreen",65,0.001,0.00201005025125628,1
"Parametric linear","mfscreen",65,0.005,0.00703517587939699,1
"Parametric linear","mfscreen",65,0.01,0.0120603015075377,1
"Parametric linear","mfscreen",65,0.025,0.0291457286432161,1
"Parametric linear","mfscreen",65,0.05,0.050251256281407,1
"Parametric linear","mfscreen",65,0.1,0.0904522613065327,1
"Parametric linear","mfscreen",65,0.2,0.193969849246231,1
"Parametric linear","mfscreen",65,0.3,0.280402010050251,1
"Parametric linear","Pearson SIS",65,0.001,0.00201005025125628,1
"Parametric linear","Pearson SIS",65,0.005,0.00703517587939699,1
"Parametric linear","Pearson SIS",65,0.01,0.0100502512562814,1
"Parametric linear","Pearson SIS",65,0.025,0.0281407035175879,1
"Parametric linear","Pearson SIS",65,0.05,0.0512562814070352,1
"Parametric linear","Pearson SIS",65,0.1,0.0874371859296482,1
"Parametric linear","Pearson SIS",65,0.2,0.192964824120603,1
"Parametric linear","Pearson SIS",65,0.3,0.280402010050251,1
"Parametric linear","Spearman SIS",65,0.001,0.00100502512562814,1
"Parametric linear","Spearman SIS",65,0.005,0.00804020100502513,1
"Parametric linear","Spearman SIS",65,0.01,0.0150753768844221,1
"Parametric linear","Spearman SIS",65,0.025,0.0311557788944724,1
"Parametric linear","Spearman SIS",65,0.05,0.0512562814070352,1
"Parametric linear","Spearman SIS",65,0.1,0.0964824120603015,1
"Parametric linear","Spearman SIS",65,0.2,0.186934673366834,1
"Parametric linear","Spearman SIS",65,0.3,0.301507537688442,1
"Parametric linear","mfscreen",66,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",66,0.005,0.00603015075376884,1
"Parametric linear","mfscreen",66,0.01,0.0120603015075377,1
"Parametric linear","mfscreen",66,0.025,0.0241206030150754,1
"Parametric linear","mfscreen",66,0.05,0.0442211055276382,1
"Parametric linear","mfscreen",66,0.1,0.0804020100502513,1
"Parametric linear","mfscreen",66,0.2,0.182914572864322,1
"Parametric linear","mfscreen",66,0.3,0.27035175879397,1
"Parametric linear","Pearson SIS",66,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",66,0.005,0.0050251256281407,1
"Parametric linear","Pearson SIS",66,0.01,0.0120603015075377,1
"Parametric linear","Pearson SIS",66,0.025,0.0241206030150754,1
"Parametric linear","Pearson SIS",66,0.05,0.0442211055276382,1
"Parametric linear","Pearson SIS",66,0.1,0.0804020100502513,1
"Parametric linear","Pearson SIS",66,0.2,0.18391959798995,1
"Parametric linear","Pearson SIS",66,0.3,0.271356783919598,1
"Parametric linear","Spearman SIS",66,0.001,0,0
"Parametric linear","Spearman SIS",66,0.005,0.0050251256281407,0
"Parametric linear","Spearman SIS",66,0.01,0.00904522613065327,1
"Parametric linear","Spearman SIS",66,0.025,0.0281407035175879,1
"Parametric linear","Spearman SIS",66,0.05,0.0412060301507538,1
"Parametric linear","Spearman SIS",66,0.1,0.0773869346733668,1
"Parametric linear","Spearman SIS",66,0.2,0.187939698492462,1
"Parametric linear","Spearman SIS",66,0.3,0.290452261306533,1
"Parametric linear","mfscreen",67,0.001,0.00402010050251256,0
"Parametric linear","mfscreen",67,0.005,0.0050251256281407,0
"Parametric linear","mfscreen",67,0.01,0.00904522613065327,0
"Parametric linear","mfscreen",67,0.025,0.0321608040201005,1
"Parametric linear","mfscreen",67,0.05,0.0512562814070352,1
"Parametric linear","mfscreen",67,0.1,0.0974874371859296,1
"Parametric linear","mfscreen",67,0.2,0.198994974874372,1
"Parametric linear","mfscreen",67,0.3,0.293467336683417,1
"Parametric linear","Pearson SIS",67,0.001,0.00301507537688442,0
"Parametric linear","Pearson SIS",67,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",67,0.01,0.0110552763819095,0
"Parametric linear","Pearson SIS",67,0.025,0.0291457286432161,1
"Parametric linear","Pearson SIS",67,0.05,0.0532663316582915,1
"Parametric linear","Pearson SIS",67,0.1,0.0944723618090452,1
"Parametric linear","Pearson SIS",67,0.2,0.196984924623116,1
"Parametric linear","Pearson SIS",67,0.3,0.295477386934673,1
"Parametric linear","Spearman SIS",67,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",67,0.005,0.0050251256281407,0
"Parametric linear","Spearman SIS",67,0.01,0.0150753768844221,0
"Parametric linear","Spearman SIS",67,0.025,0.0281407035175879,1
"Parametric linear","Spearman SIS",67,0.05,0.0562814070351759,1
"Parametric linear","Spearman SIS",67,0.1,0.103517587939698,1
"Parametric linear","Spearman SIS",67,0.2,0.197989949748744,1
"Parametric linear","Spearman SIS",67,0.3,0.30251256281407,1
"Parametric linear","mfscreen",68,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",68,0.005,0.00703517587939699,0
"Parametric linear","mfscreen",68,0.01,0.0150753768844221,1
"Parametric linear","mfscreen",68,0.025,0.0331658291457286,1
"Parametric linear","mfscreen",68,0.05,0.0562814070351759,1
"Parametric linear","mfscreen",68,0.1,0.110552763819095,1
"Parametric linear","mfscreen",68,0.2,0.222110552763819,1
"Parametric linear","mfscreen",68,0.3,0.327638190954774,1
"Parametric linear","Pearson SIS",68,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",68,0.005,0.00804020100502513,0
"Parametric linear","Pearson SIS",68,0.01,0.014070351758794,1
"Parametric linear","Pearson SIS",68,0.025,0.0291457286432161,1
"Parametric linear","Pearson SIS",68,0.05,0.0562814070351759,1
"Parametric linear","Pearson SIS",68,0.1,0.107537688442211,1
"Parametric linear","Pearson SIS",68,0.2,0.220100502512563,1
"Parametric linear","Pearson SIS",68,0.3,0.323618090452261,1
"Parametric linear","Spearman SIS",68,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",68,0.005,0.00603015075376884,0
"Parametric linear","Spearman SIS",68,0.01,0.0120603015075377,1
"Parametric linear","Spearman SIS",68,0.025,0.0241206030150754,1
"Parametric linear","Spearman SIS",68,0.05,0.0552763819095477,1
"Parametric linear","Spearman SIS",68,0.1,0.101507537688442,1
"Parametric linear","Spearman SIS",68,0.2,0.204020100502513,1
"Parametric linear","Spearman SIS",68,0.3,0.327638190954774,1
"Parametric linear","mfscreen",69,0.001,0.00201005025125628,0
"Parametric linear","mfscreen",69,0.005,0.00603015075376884,0
"Parametric linear","mfscreen",69,0.01,0.0130653266331658,0
"Parametric linear","mfscreen",69,0.025,0.0321608040201005,0
"Parametric linear","mfscreen",69,0.05,0.0633165829145729,0
"Parametric linear","mfscreen",69,0.1,0.105527638190955,0
"Parametric linear","mfscreen",69,0.2,0.205025125628141,0
"Parametric linear","mfscreen",69,0.3,0.301507537688442,0
"Parametric linear","Pearson SIS",69,0.001,0.00201005025125628,0
"Parametric linear","Pearson SIS",69,0.005,0.00703517587939699,0
"Parametric linear","Pearson SIS",69,0.01,0.0110552763819095,0
"Parametric linear","Pearson SIS",69,0.025,0.0291457286432161,0
"Parametric linear","Pearson SIS",69,0.05,0.0613065326633166,0
"Parametric linear","Pearson SIS",69,0.1,0.104522613065327,0
"Parametric linear","Pearson SIS",69,0.2,0.205025125628141,0
"Parametric linear","Pearson SIS",69,0.3,0.304522613065327,0
"Parametric linear","Spearman SIS",69,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",69,0.005,0.00804020100502513,0
"Parametric linear","Spearman SIS",69,0.01,0.0130653266331658,0
"Parametric linear","Spearman SIS",69,0.025,0.0261306532663317,0
"Parametric linear","Spearman SIS",69,0.05,0.0562814070351759,0
"Parametric linear","Spearman SIS",69,0.1,0.0974874371859296,0
"Parametric linear","Spearman SIS",69,0.2,0.203015075376884,0
"Parametric linear","Spearman SIS",69,0.3,0.309547738693467,1
"Parametric linear","mfscreen",70,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",70,0.005,0.0050251256281407,0
"Parametric linear","mfscreen",70,0.01,0.00904522613065327,0
"Parametric linear","mfscreen",70,0.025,0.0201005025125628,0
"Parametric linear","mfscreen",70,0.05,0.0442211055276382,0
"Parametric linear","mfscreen",70,0.1,0.101507537688442,0
"Parametric linear","mfscreen",70,0.2,0.194974874371859,1
"Parametric linear","mfscreen",70,0.3,0.287437185929648,1
"Parametric linear","Pearson SIS",70,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",70,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",70,0.01,0.00904522613065327,0
"Parametric linear","Pearson SIS",70,0.025,0.0201005025125628,0
"Parametric linear","Pearson SIS",70,0.05,0.0442211055276382,0
"Parametric linear","Pearson SIS",70,0.1,0.100502512562814,0
"Parametric linear","Pearson SIS",70,0.2,0.195979899497487,1
"Parametric linear","Pearson SIS",70,0.3,0.285427135678392,1
"Parametric linear","Spearman SIS",70,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",70,0.005,0.00402010050251256,0
"Parametric linear","Spearman SIS",70,0.01,0.00904522613065327,0
"Parametric linear","Spearman SIS",70,0.025,0.0170854271356784,0
"Parametric linear","Spearman SIS",70,0.05,0.0452261306532663,0
"Parametric linear","Spearman SIS",70,0.1,0.0934673366834171,0
"Parametric linear","Spearman SIS",70,0.2,0.192964824120603,1
"Parametric linear","Spearman SIS",70,0.3,0.30251256281407,1
"Parametric linear","mfscreen",71,0.001,0.00402010050251256,0
"Parametric linear","mfscreen",71,0.005,0.00603015075376884,0
"Parametric linear","mfscreen",71,0.01,0.0120603015075377,0
"Parametric linear","mfscreen",71,0.025,0.0251256281407035,0
"Parametric linear","mfscreen",71,0.05,0.0542713567839196,0
"Parametric linear","mfscreen",71,0.1,0.118592964824121,1
"Parametric linear","mfscreen",71,0.2,0.215075376884422,1
"Parametric linear","mfscreen",71,0.3,0.30251256281407,1
"Parametric linear","Pearson SIS",71,0.001,0.00402010050251256,0
"Parametric linear","Pearson SIS",71,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",71,0.01,0.0130653266331658,0
"Parametric linear","Pearson SIS",71,0.025,0.0261306532663317,0
"Parametric linear","Pearson SIS",71,0.05,0.0512562814070352,0
"Parametric linear","Pearson SIS",71,0.1,0.11356783919598,1
"Parametric linear","Pearson SIS",71,0.2,0.215075376884422,1
"Parametric linear","Pearson SIS",71,0.3,0.304522613065327,1
"Parametric linear","Spearman SIS",71,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",71,0.005,0.00804020100502513,0
"Parametric linear","Spearman SIS",71,0.01,0.00904522613065327,0
"Parametric linear","Spearman SIS",71,0.025,0.0261306532663317,0
"Parametric linear","Spearman SIS",71,0.05,0.0532663316582915,0
"Parametric linear","Spearman SIS",71,0.1,0.109547738693467,1
"Parametric linear","Spearman SIS",71,0.2,0.214070351758794,1
"Parametric linear","Spearman SIS",71,0.3,0.31356783919598,1
"Parametric linear","mfscreen",72,0.001,0.00402010050251256,0
"Parametric linear","mfscreen",72,0.005,0.00904522613065327,0
"Parametric linear","mfscreen",72,0.01,0.0160804020100503,0
"Parametric linear","mfscreen",72,0.025,0.0301507537688442,0
"Parametric linear","mfscreen",72,0.05,0.0512562814070352,0
"Parametric linear","mfscreen",72,0.1,0.104522613065327,0
"Parametric linear","mfscreen",72,0.2,0.18894472361809,1
"Parametric linear","mfscreen",72,0.3,0.299497487437186,1
"Parametric linear","Pearson SIS",72,0.001,0.00402010050251256,0
"Parametric linear","Pearson SIS",72,0.005,0.00904522613065327,0
"Parametric linear","Pearson SIS",72,0.01,0.0150753768844221,0
"Parametric linear","Pearson SIS",72,0.025,0.0281407035175879,0
"Parametric linear","Pearson SIS",72,0.05,0.0492462311557789,0
"Parametric linear","Pearson SIS",72,0.1,0.10251256281407,0
"Parametric linear","Pearson SIS",72,0.2,0.190954773869347,1
"Parametric linear","Pearson SIS",72,0.3,0.30251256281407,1
"Parametric linear","Spearman SIS",72,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",72,0.005,0.00904522613065327,0
"Parametric linear","Spearman SIS",72,0.01,0.0130653266331658,0
"Parametric linear","Spearman SIS",72,0.025,0.0291457286432161,0
"Parametric linear","Spearman SIS",72,0.05,0.0532663316582915,0
"Parametric linear","Spearman SIS",72,0.1,0.0964824120603015,0
"Parametric linear","Spearman SIS",72,0.2,0.192964824120603,0
"Parametric linear","Spearman SIS",72,0.3,0.277386934673367,1
"Parametric linear","mfscreen",73,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",73,0.005,0.0050251256281407,0
"Parametric linear","mfscreen",73,0.01,0.0110552763819095,0
"Parametric linear","mfscreen",73,0.025,0.0271356783919598,0
"Parametric linear","mfscreen",73,0.05,0.0532663316582915,0
"Parametric linear","mfscreen",73,0.1,0.104522613065327,1
"Parametric linear","mfscreen",73,0.2,0.210050251256281,1
"Parametric linear","mfscreen",73,0.3,0.296482412060302,1
"Parametric linear","Pearson SIS",73,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",73,0.005,0.0050251256281407,0
"Parametric linear","Pearson SIS",73,0.01,0.0100502512562814,0
"Parametric linear","Pearson SIS",73,0.025,0.0251256281407035,0
"Parametric linear","Pearson SIS",73,0.05,0.0532663316582915,0
"Parametric linear","Pearson SIS",73,0.1,0.0994974874371859,1
"Parametric linear","Pearson SIS",73,0.2,0.205025125628141,1
"Parametric linear","Pearson SIS",73,0.3,0.293467336683417,1
"Parametric linear","Spearman SIS",73,0.001,0.00201005025125628,0
"Parametric linear","Spearman SIS",73,0.005,0.00402010050251256,0
"Parametric linear","Spearman SIS",73,0.01,0.00804020100502513,0
"Parametric linear","Spearman SIS",73,0.025,0.0261306532663317,0
"Parametric linear","Spearman SIS",73,0.05,0.050251256281407,0
"Parametric linear","Spearman SIS",73,0.1,0.101507537688442,0
"Parametric linear","Spearman SIS",73,0.2,0.208040201005025,1
"Parametric linear","Spearman SIS",73,0.3,0.308542713567839,1
"Parametric linear","mfscreen",74,0.001,0.00100502512562814,0
"Parametric linear","mfscreen",74,0.005,0.0100502512562814,0
"Parametric linear","mfscreen",74,0.01,0.0130653266331658,0
"Parametric linear","mfscreen",74,0.025,0.0271356783919598,0
"Parametric linear","mfscreen",74,0.05,0.0452261306532663,1
"Parametric linear","mfscreen",74,0.1,0.0894472361809045,1
"Parametric linear","mfscreen",74,0.2,0.201005025125628,1
"Parametric linear","mfscreen",74,0.3,0.303517587939699,1
"Parametric linear","Pearson SIS",74,0.001,0.00100502512562814,0
"Parametric linear","Pearson SIS",74,0.005,0.00804020100502513,0
"Parametric linear","Pearson SIS",74,0.01,0.0130653266331658,0
"Parametric linear","Pearson SIS",74,0.025,0.0281407035175879,1
"Parametric linear","Pearson SIS",74,0.05,0.0452261306532663,1
"Parametric linear","Pearson SIS",74,0.1,0.0904522613065327,1
"Parametric linear","Pearson SIS",74,0.2,0.195979899497487,1
"Parametric linear","Pearson SIS",74,0.3,0.299497487437186,1
"Parametric linear","Spearman SIS",74,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",74,0.005,0.00904522613065327,0
"Parametric linear","Spearman SIS",74,0.01,0.0120603015075377,0
"Parametric linear","Spearman SIS",74,0.025,0.0251256281407035,0
"Parametric linear","Spearman SIS",74,0.05,0.0422110552763819,0
"Parametric linear","Spearman SIS",74,0.1,0.0894472361809045,1
"Parametric linear","Spearman SIS",74,0.2,0.191959798994975,1
"Parametric linear","Spearman SIS",74,0.3,0.307537688442211,1
"Parametric linear","mfscreen",75,0.001,0,0
"Parametric linear","mfscreen",75,0.005,0.0050251256281407,1
"Parametric linear","mfscreen",75,0.01,0.00804020100502513,1
"Parametric linear","mfscreen",75,0.025,0.021105527638191,1
"Parametric linear","mfscreen",75,0.05,0.0472361809045226,1
"Parametric linear","mfscreen",75,0.1,0.0984924623115578,1
"Parametric linear","mfscreen",75,0.2,0.202010050251256,1
"Parametric linear","mfscreen",75,0.3,0.284422110552764,1
"Parametric linear","Pearson SIS",75,0.001,0,0
"Parametric linear","Pearson SIS",75,0.005,0.00402010050251256,1
"Parametric linear","Pearson SIS",75,0.01,0.00804020100502513,1
"Parametric linear","Pearson SIS",75,0.025,0.021105527638191,1
"Parametric linear","Pearson SIS",75,0.05,0.0462311557788945,1
"Parametric linear","Pearson SIS",75,0.1,0.0994974874371859,1
"Parametric linear","Pearson SIS",75,0.2,0.198994974874372,1
"Parametric linear","Pearson SIS",75,0.3,0.284422110552764,1
"Parametric linear","Spearman SIS",75,0.001,0.00100502512562814,0
"Parametric linear","Spearman SIS",75,0.005,0.0050251256281407,0
"Parametric linear","Spearman SIS",75,0.01,0.00904522613065327,1
"Parametric linear","Spearman SIS",75,0.025,0.0241206030150754,1
"Parametric linear","Spearman SIS",75,0.05,0.0371859296482412,1
"Parametric linear","Spearman SIS",75,0.1,0.0914572864321608,1
"Parametric linear","Spearman SIS",75,0.2,0.185929648241206,1
"Parametric linear","Spearman SIS",75,0.3,0.282412060301508,1
"Parametric linear","mfscreen",76,0.001,0,0
"Parametric linear","mfscreen",76,0.005,0.00301507537688442,0
"Parametric linear","mfscreen",76,0.01,0.0120603015075377,0
"Parametric linear","mfscreen",76,0.025,0.0281407035175879,0
"Parametric linear","mfscreen",76,0.05,0.0532663316582915,1
"Parametric linear","mfscreen",76,0.1,0.0974874371859296,1
"Parametric linear","mfscreen",76,0.2,0.191959798994975,1
"Parametric linear","mfscreen",76,0.3,0.290452261306533,1
"Parametric linear","Pearson SIS",76,0.001,0,0
"Parametric linear","Pearson SIS",76,0.005,0.00402010050251256,0
"Parametric linear","Pearson SIS",76,0.01,0.0120603015075377,0
"Parametric linear","Pearson SIS",76,0.025,0.0281407035175879,0
"Parametric linear","Pearson SIS",76,0.05,0.0512562814070352,1
"Parametric linear","Pearson SIS",76,0.1,0.0964824120603015,1
"Parametric linear","Pearson SIS",76,0.2,0.189949748743719,1
